"resource_type","latitude","longitude"
"restroom",37.811076,-122.410559
"drinking_water",37.788910970000074,-122.44485234499996
"restroom",37.743551594363424,-122.48070841032101
"restroom",37.73370386440429,-122.4473554240948
"restroom",37.71335158908368,-122.41572366681596
"drinking_water",37.739104590000004,-122.44949347
"drinking_water",37.72582319,-122.44334099
"restroom",37.782315528202496,-122.4356163934808
"restroom",37.778694,-122.387639
"restroom",37.7946278,-122.394598
"restroom",37.76959000789354,-122.51011435778473
"restroom",37.7428,-122.387319
"drinking_water",37.7803467,-122.3877
"restroom",37.73226037152034,-122.37577103552854
"drinking_water",37.71245320600008,-122.40788422599996
"drinking_water",37.709598809999996,-122.44705578
"drinking_water",37.72214673,-122.42056917000001
"restroom",37.734686763218136,-122.38948264733973
"restroom",37.73785746068678,-122.47571156115694
"drinking_water",37.76735,-122.420036
"restroom",37.77590945664165,-122.42765945401244
"drinking_water",37.78697197,-122.46779968999999
"restroom",37.77662044551919,-122.43391065502786
"drinking_water",37.78433308,-122.41220833999999
"drinking_water",37.79159628,-122.42817795
"drinking_water",37.784118524000064,-122.43748930299995
"restroom",37.73088520798447,-122.3837328418327
"restroom",37.7627732,-122.4348053
"drinking_water",37.767927639999996,-122.50184764000001
"restroom",37.7825365,-122.4157402
"restroom",37.732517086819065,-122.40239900743153
"drinking_water",37.770745489999996,-122.49897683
"drinking_water",37.77055703,-122.48014117999999
"restroom",37.76079354207481,-122.42768731036253
"restroom",37.806636336844214,-122.44262145562115
"drinking_water",37.75014599,-122.46853686
"restroom",37.77098213346722,-122.47687712953481
"restroom",37.7694207259486,-122.49309991733551
"drinking_water",37.791240040000005,-122.43819734
"drinking_water",37.7543903,-122.41381917
"drinking_water",37.76742129,-122.50832979
"restroom",37.77044558810346,-122.46944634056557
"restroom",37.7370245859576,-122.44076950422266
"restroom",37.8004679,-122.4097323
"restroom",37.765610267944155,-122.43757489547629
"drinking_water",37.770135518000075,-122.45100115999998
"drinking_water",37.77239136,-122.44766618999999
"drinking_water",37.766167180000004,-122.45630313
"drinking_water",37.740119,-122.37597
"restroom",37.772367034054554,-122.44766297493844
"drinking_water",37.737115259999996,-122.42056082
"drinking_water",37.78685506,-122.47042906
"restroom",37.72466408783124,-122.49365476427315
"drinking_water",37.78266867,-122.41594617999999
"drinking_water",37.76724865,-122.45680306
"restroom",37.722389879019694,-122.41438687566155
"drinking_water",37.79429125,-122.41169415
"restroom",37.75856332910622,-122.42641901416427
"drinking_water",37.734648,-122.390524
"drinking_water",37.71440079,-122.42886245999999
"drinking_water",37.72579634,-122.39330733
"drinking_water",37.77916559,-122.41722141
"drinking_water",37.766095809999996,-122.50844350999999
"restroom",37.71521921017252,-122.43182548843647
"restroom",37.79566305898598,-122.41036014811358
"drinking_water",37.75196896600005,-122.41982646399998
"drinking_water",37.73294746,-122.42105235000001
"drinking_water",37.772695809999995,-122.4552027
"restroom",37.76025855824598,-122.43646112984024
"drinking_water",37.742691,-122.387441
"drinking_water",37.77163407,-122.49513617999999
"restroom",37.79689,-122.39505
"drinking_water",37.76936533,-122.49313417
"drinking_water",37.79542,-122.39363
"restroom",37.776348,-122.388505
"drinking_water",37.72928423,-122.40970257000001
"restroom",37.782884097867246,-122.49085411307503
"drinking_water",37.7814174,-122.4020001
"drinking_water",37.72905284,-122.41024195
"restroom",37.7682426,-122.4534175
"drinking_water",37.77239053,-122.46012938
"drinking_water",37.74137018500005,-122.46614395199998
"restroom",37.72515055880462,-122.44552972539844
"drinking_water",37.784799650000004,-122.41547704
"restroom",37.7787317,-122.4169278
"drinking_water",37.776548,-122.389769
"restroom",37.7675953,-122.5107794
"drinking_water",37.7957183,-122.42048043
"drinking_water",37.776004,-122.388026
"drinking_water",37.73787943,-122.48463806
"drinking_water",37.772400649999994,-122.44772931
"restroom",37.7841238,-122.4122697
"drinking_water",37.717325280000004,-122.38717889
"restroom",37.77878684551738,-122.40633918397188
"restroom",37.76638470261748,-122.476697089109
"drinking_water",37.71767026,-122.47010350000001
"restroom",37.73921045423949,-122.38573118327052
"restroom",37.808738,-122.412697
"restroom",37.751489051685674,-122.43921687699716
"restroom",37.74402066778578,-122.44026812980984
"restroom",37.78422005104755,-122.50182639926257
"drinking_water",37.76633375,-122.45492152
"restroom",37.747814884292936,-122.4384316905048
"drinking_water",37.77057774,-122.45868065
"drinking_water",37.73800244,-122.4983337
"drinking_water",37.73679298,-122.48263592
"drinking_water",37.728907080000006,-122.40968716
"drinking_water",37.77297409,-122.49900826999999
"restroom",37.735993787219805,-122.48720705541815
"restroom",37.77005238059479,-122.45956331931362
"restroom",37.76953433640059,-122.48470857635463
"restroom",37.73617234504192,-122.4779173153289
"restroom",37.76980758446106,-122.46865066589551
"restroom",37.760245264681615,-122.50956649424046
"drinking_water",37.80253081500007,-122.41313485899997
"restroom",37.772263616096396,-122.49713282663765
"drinking_water",37.714021869999996,-122.42315071
"restroom",37.77020104717313,-122.4955921142364
"restroom",37.71274482391884,-122.40868229341584
"restroom",37.72509664467659,-122.4740986263154
"restroom",37.779601550461045,-122.47777275744839
"drinking_water",37.78078552,-122.42681555
"restroom",37.76851881812115,-122.46559954560792
"drinking_water",37.71638274,-122.45820801
"drinking_water",37.71503456000001,-122.45754731999999
"drinking_water",37.76634792,-122.47663375
"restroom",37.7850978,-122.4125547
"restroom",37.7715225693754,-122.47202101043585
"drinking_water",37.781263429999996,-122.4251937
"drinking_water",37.776332,-122.388487
"restroom",37.72556145806361,-122.39303328506477
"drinking_water",37.75122405800005,-122.49810319699998
"drinking_water",37.7869717,-122.46793153
"drinking_water",37.80103021,-122.41062973
"drinking_water",37.74695644,-122.43891311
"restroom",37.75150426311053,-122.42887877902629
"restroom",37.77313632980181,-122.39368445415782
"drinking_water",37.714327090000005,-122.44986995
"restroom",37.70950402468936,-122.44706570405378
"drinking_water",37.769406169999996,-122.43356965
"restroom",37.79427381465303,-122.41169060223633
"drinking_water",37.782865640000004,-122.43452278
"drinking_water",37.712719539999995,-122.40869124000001
"drinking_water",37.79437397,-122.41185104
"restroom",37.74168341043762,-122.4653079501994
"drinking_water",37.78248808,-122.43558809000001
"restroom",37.71718343500864,-122.38878587677975
"restroom",37.75156403315574,-122.46522255072964
"restroom",37.7844142,-122.4077797
"restroom",37.77608607438947,-122.43432885373569
"restroom",37.78474133539745,-122.41569209429984
"drinking_water",37.732484671000066,-122.39108620099995
"restroom",37.7708518,-122.4403874
"drinking_water",37.744233,-122.398524
"restroom",37.741426624578615,-122.50707979596514
"restroom",37.7603081,-122.5091618
"drinking_water",37.764739729999995,-122.39131882
"drinking_water",37.737780699999995,-122.48449475
"restroom",37.79897,-122.39703
"restroom",37.75611926407427,-122.39696359457825
"drinking_water",37.71360481,-122.43296598
"restroom",37.75774134081306,-122.41510303771898
"restroom",37.71394326427549,-122.41637790217736
"restroom",37.75706028122408,-122.4869080712594
"restroom",37.7665961,-122.4210799
"drinking_water",37.72659366900007,-122.47449376899999
"restroom",37.78501370787081,-122.4845445288129
"restroom",37.80648339185096,-122.43453399335982
"drinking_water",37.7464289,-122.43829271
"drinking_water",37.76460916,-122.40948568
"restroom",37.803552471257035,-122.42124359250042
"drinking_water",37.719071,-122.393147
"drinking_water",37.7406401,-122.43528427999999
"restroom",37.788483152167615,-122.44983022083373
"restroom",37.790166,-122.388767
"restroom",37.76797548977512,-122.50181865799595
"drinking_water",37.74671,-122.38634
"drinking_water",37.76530923000001,-122.44029271000001
"drinking_water",37.79101427,-122.42734389
"restroom",37.76823041384297,-122.46214572877334
"drinking_water",37.769266,-122.385705
"restroom",37.78369098827751,-122.4511354376156
"drinking_water",37.79403249,-122.41743067
"drinking_water",37.76632519,-122.46658708999999
"restroom",37.71773927453103,-122.47015597688879
"drinking_water",37.77256947,-122.46434063999999
"restroom",37.801064242552535,-122.41063428491249
"drinking_water",37.7515012,-122.42887882
"drinking_water",37.75945608,-122.42710371999999
"restroom",37.76376981288262,-122.43858249636831
"drinking_water",37.879441379999996,-119.8540079
"drinking_water",37.7759467,-122.42445426
"restroom",37.765187,-122.4083365
"restroom",37.784313315771854,-122.41181377502643
"drinking_water",37.7809272,-122.419371
"drinking_water",37.73177922000001,-122.3812578
