name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Alice Chalmers Playground - Path Drinking Fountain,805609272588241357,drinking_water,1,1,0,0,37.709598809999996,-122.44705578,670 Brunswick St,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44705579 37.709598762),11,Excelsior,2024/12/12 03:10:53 PM,2025/03/01 09:05:55 AM
John McLaren Park - Drinking Fountain/Cooler,1327710262483953289,drinking_water,1,0,0,1,37.72214673,-122.42056917000001,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420569176 37.722146679),9,McLaren Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Joseph Lee Rec Center,4732333100158243303,restroom,0,0,0,0,37.734686763218136,-122.38948264733973,1551 Newcomb Ave,San Francisco,CA,94124,Joseph Lee Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.389482647 37.734686763),10,Bayview Hunters Point,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Sava Pool,6788309698376928324,restroom,0,0,0,0,37.73785746068678,-122.47571156115694,2695 19th Ave,San Francisco,CA,94116,Carl Larsen Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.475711561 37.737857461),4,Sunset/Parkside,2024/08/20 12:09:34 PM,2025/03/01 09:05:55 AM
Arriba Juntos,6602640275624901656,drinking_water,0,1,1,0,37.76735,-122.420036,1850 Mission St,San Francisco,CA,94103,,publicly_accessible,,,Daily,,puc,POINT (-122.420036 37.76735),9,Mission,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Hayes Valley Clubhouse,1185946669847466623,restroom,0,0,0,0,37.77590945664165,-122.42765945401244,689 Hayes St,San Francisco,CA,94102,Hayes Valley Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427659454 37.775909457),5,Hayes Valley,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Mountain Lake Park - Drinking Fountain/Cooler,8458342360154617310,drinking_water,1,0,0,1,37.78697197,-122.46779968999999,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.467799694 37.786971919),1,Inner Richmond,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,4096326676840378758,restroom,0,0,0,0,37.77662044551919,-122.43391065502786,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433910655 37.776620446),5,Hayes Valley,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Father Alfred E. Boeddeker Park - Drinking Fountain/Cooler,1938774094516469000,drinking_water,1,1,0,0,37.78433308,-122.41220833999999,246 Eddy St,San Francisco,CA,94102,Father Alfred Boeddeker Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412208346 37.784333025),5,Tenderloin,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Lafayette Park - Drinking Fountain/Cooler,7608515600277781600,drinking_water,1,0,0,0,37.79159628,-122.42817795,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428177959 37.791596231),2,Pacific Heights,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Western Addition Branch Library,7958442617977442450,drinking_water,1,0,0,0,37.784118524000064,-122.43748930299995,1550 Scott St,San Francisco,CA,94115,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.437489303 37.784118524),5,Japantown,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Restrooms,3377980425973688073,restroom,0,0,0,0,37.73088520798447,-122.3837328418327,1215 Quesada Ave,San Francisco,CA,94124,Adam Rodgers Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.383732842 37.730885208),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Castro Pit Stop - Market and Castro streets (JCDecaux),3991774780780772696,restroom,0,0,0,0,37.7627732,-122.4348053,Market and Castro streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4348053 37.7627732),8,Castro/Upper Market,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,2327959151564343363,drinking_water,1,0,0,0,37.767927639999996,-122.50184764000001,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.501847649 37.767927592),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Tenderloin Pit Stop - Turk and Hyde streets,4596080096965280480,restroom,0,0,0,0,37.7825365,-122.4157402,Turk and Hyde streets,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4157402 37.7825365),5,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Silver Terrace Clubhouse,502295565233411923,restroom,0,0,0,0,37.732517086819065,-122.40239900743153,1700 Silver Ave,San Francisco,CA,94124,Silver Terrace Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.402399007 37.732517087),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
GGP 5 Dog Play Area Drinking Fountain,7834043859251726930,drinking_water,1,0,0,0,37.770745489999996,-122.49897683,,San Francisco,CA,,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498976839 37.770745435),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,9080728227449818557,drinking_water,1,0,0,0,37.77055703,-122.48014117999999,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.480141186 37.770556975),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mission Dolores North Restrooms,6020738412176969080,restroom,0,0,0,0,37.76079354207481,-122.42768731036253,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42768731 37.760793542),8,Castro/Upper Market,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Harbormasters Office (Old),7962380904655295790,restroom,0,0,0,0,37.806636336844214,-122.44262145562115,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.442621456 37.806636337),,Marina,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Golden Gate Heights Park - Drinking Fountain/Cooler,6254290286384879348,drinking_water,1,0,0,1,37.75014599,-122.46853686,2041 12th Ave,San Francisco,CA,94116,Golden Gate Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468536867 37.750145934),7,Inner Sunset,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Blue Heron Lake Restrooms,7296636811837914405,restroom,0,0,0,0,37.77098213346722,-122.47687712953481,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.47687713 37.770982133),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Polo Field North Restrooms,269078503715118193,restroom,0,0,0,0,37.7694207259486,-122.49309991733551,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.493099917 37.769420726),4,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Alta Plaza Park - Drinking Fountain/Cooler,3702859510335813216,drinking_water,1,0,0,0,37.791240040000005,-122.43819734,2501 Jackson St,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438197344 37.791239987),2,Pacific Heights,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Parque Ninos Unidos - Drinking Fountain/Cooler,2160527675920625495,drinking_water,1,0,0,0,37.7543903,-122.41381917,3070 23rd St,San Francisco,CA,94110,Parque Ninos Unidos,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.413819177 37.754390249),9,Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Beach Chalet Soccer Bleacher,8001368927711937934,drinking_water,1,0,0,0,37.76742129,-122.50832979,,San Francisco,CA,,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508329799 37.767421233),4,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mens Bathroom,5336850396317708804,restroom,0,0,0,0,37.77044558810346,-122.46944634056557,,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.469446341 37.770445588),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Glen Park Rec Center,1653814492978563231,restroom,0,0,0,0,37.7370245859576,-122.44076950422266,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440769504 37.737024586),8,Glen Park,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
North Beach Pit Stop - Washington Square at Union St. (JCDecaux),5044111039446243996,restroom,0,0,0,0,37.8004679,-122.4097323,Washington Square at Union St. (JCDecaux),San Francisco,CA,,Washington Square,publicly_accessible,,,,,pit_stop,POINT (-122.4097323 37.8004679),3,North Beach,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Peixotto Clubhouse,3794976240319233035,restroom,0,0,0,0,37.765610267944155,-122.43757489547629,2475 15th St,San Francisco,CA,94114,Peixotto Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.437574895 37.765610268),8,Castro/Upper Market,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Park Branch Library,3072352331007374856,drinking_water,1,0,0,0,37.770135518000075,-122.45100115999998,1833 Page St,San Francisco,CA,94117,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:12:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.45100116 37.770135518),5,Haight Ashbury,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Dual Fountain,8818167520978821495,drinking_water,1,0,0,0,37.77239136,-122.44766618999999,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447666195 37.77239131),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Kezar Turf Drinking fountain,5820177870304763291,drinking_water,1,0,0,0,37.766167180000004,-122.45630313,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456303136 37.766167127),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
"Heron's Head Park, Eco Center",3013277213648008590,drinking_water,1,1,0,1,37.740119,-122.37597,32 Jennings Street,San Francisco,CA,94124,,publicly_accessible,,,Daily,Near entrance/on park path,port,POINT (-122.37597 37.740119),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Restrooms,4704538265672570801,restroom,0,0,0,0,37.772367034054554,-122.44766297493844,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447662975 37.772367034),5,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Holly Park - Drinking Fountain/Cooler,5591212446335776069,drinking_water,1,0,0,0,37.737115259999996,-122.42056082,,San Francisco,CA,94110,Holly Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420560828 37.737115206),9,Bernal Heights,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mountain Lake Park - Drinking Fountain/Cooler,2178033583573966877,drinking_water,1,0,0,0,37.78685506,-122.47042906,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470429066 37.786855006),1,Inner Richmond,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Harding Clubhouse (Sandy Tatum),8116024243392034060,restroom,0,0,0,0,37.72466408783124,-122.49365476427315,1 Harding Rd,San Francisco,CA,94132,Lake Merced Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.493654764 37.724664088),7,Lakeshore,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Drinking Fountain/Cooler,342731955891466352,drinking_water,1,1,0,0,37.78266867,-122.41594617999999,,San Francisco,CA,,Turk & Hyde Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415946192 37.782668616),5,Tenderloin,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Kezar Turf Drinking fountain,4253351926956032222,drinking_water,1,1,0,0,37.76724865,-122.45680306,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456803067 37.767248599),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Jerry Garcia Amphitheatre Restroom,4378564667613058963,restroom,0,0,0,0,37.722389879019694,-122.41438687566155,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.414386876 37.722389879),9,McLaren Park,2024/10/24 12:11:10 PM,2025/03/01 09:05:55 AM
Betty Ann Ong Chinese Rec Center - Drinking Fountain/Cooler,5857657940836077521,drinking_water,1,0,0,0,37.79429125,-122.41169415,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411694162 37.794291195),3,Nob Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mission Dolores South Restrooms,6914552669529225689,restroom,0,0,0,0,37.75856332910622,-122.42641901416427,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426419014 37.758563329),8,Castro/Upper Market,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Mendell Plaza,1583894823483341905,drinking_water,0,1,1,0,37.734648,-122.390524,1425 Mendell St,San Francisco,CA,94124,,publicly_accessible,,,Daily,,puc,POINT (-122.390524 37.734648),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Crocker Amazon Playground - Drinking Fountain/Cooler,2289321129029835654,drinking_water,1,0,0,0,37.71440079,-122.42886245999999,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428862464 37.714400733),11,Excelsior,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Bayview Picnic AreaBottle filling station,7364067302491079596,drinking_water,1,1,0,0,37.72579634,-122.39330733,,San Francisco,CA,,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393307335 37.725796292),10,Bayview Hunters Point,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Joseph L. Alioto Performing Arts Piazza - Drinking Fountain/Cooler,3510826272327774456,drinking_water,1,0,0,0,37.77916559,-122.41722141,355 McAllister St,San Francisco,CA,94102,Joseph L. Alioto Performing Arts Piazza,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.417221416 37.779165536),5,Tenderloin,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Beach Chalet Soccer South Path,5949666139755127776,drinking_water,1,0,0,0,37.766095809999996,-122.50844350999999,,San Francisco,CA,,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508443516 37.766095758),4,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Crocker Amazon Clubhouse,7495279004308334249,restroom,0,0,0,0,37.71521921017252,-122.43182548843647,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.431825488 37.71521921),11,Excelsior,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Woh Hei Yuen Clubhouse,6335645547559891312,restroom,0,0,0,0,37.79566305898598,-122.41036014811358,922 Jackson St,San Francisco,CA,94133,Woh Hei Yuen Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410360148 37.795663059),3,Chinatown,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Mission Branch Library,1848497342151395742,drinking_water,1,0,0,0,37.75196896600005,-122.41982646399998,300 Bartlett St,San Francisco,CA,94110,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.419826464 37.751968966),9,Mission,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
St. Mary's Rec Center - Drinking Fountain/Cooler,5930777443157926915,drinking_water,1,0,0,0,37.73294746,-122.42105235000001,95 Justin Dr,San Francisco,CA,94110,St. Mary's Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421052354 37.732947405),9,Bernal Heights,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,3834875212721181925,drinking_water,1,0,0,0,37.772695809999995,-122.4552027,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455202712 37.772695757),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Eureka Rec Center,1493804388340657669,restroom,0,0,0,0,37.76025855824598,-122.43646112984024,100 Collingwood St,San Francisco,CA,94114,Eureka Valley Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43646113 37.760258558),8,Castro/Upper Market,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Southeast Community Center Water Fountain,8220617072435247540,drinking_water,1,0,0,0,37.742691,-122.387441,1550 Evans Ave,San Francisco,CA,94124,,limited_access,07:00:00,19:00:00,Weekdays,,puc,POINT (-122.387441 37.742691),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,4228604834963822706,drinking_water,1,0,0,0,37.77163407,-122.49513617999999,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.495136192 37.771634022),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Port of San Francisco,2480114164880190808,restroom,0,0,0,0,37.79689,-122.39505,Pier 1 on the Embarcadero,San Francisco,CA,94111,,limited_access,08:00:00,17:30:00,Daily,Inside Pier 1,port,POINT (-122.39505 37.79689),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Lindley/Spdwy Drinking fountain,5641583082054792019,drinking_water,1,0,0,0,37.76936533,-122.49313417,,San Francisco,CA,,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.493134177 37.769365279),4,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Ferry Building,7030273931982775170,drinking_water,1,1,0,0,37.79542,-122.39363,1 Ferry Building,San Francisco,CA,94111,,limited_access,07:00:00,22:00:00,Daily,2 by the public bathrooms,port,POINT (-122.39363 37.79542),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
China Basin Park Restroom,3688811934706178804,restroom,0,0,0,0,37.776348,-122.388505,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,In central plaza,port,POINT (-122.388505 37.776348),6,Mission Bay,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Palega Playground - Drinking Fountain/Cooler,2092795445162135838,drinking_water,1,0,0,0,37.72928423,-122.40970257000001,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409702576 37.729284176),9,Portola,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,4461746632244599738,restroom,0,0,0,0,37.782884097867246,-122.49085411307503,336 31st Ave,San Francisco,CA,94121,DuPont Tennis Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.490854113 37.782884098),1,Outer Richmond,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Salvation Army Headquarters,7376495296883677357,drinking_water,0,1,0,0,37.7814174,-122.4020001,832 Folsom Ave,San Francisco,CA,94107,,publicly_accessible,,,Daily,,puc,POINT (-122.4020001 37.7814174),6,South of Market,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Palega Playground - Drinking Fountain/Cooler,931975547843248600,drinking_water,1,0,0,0,37.72905284,-122.41024195,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410241957 37.729052788),9,Portola,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Haight Ashbury Pit Stop - Stanyan and Waller streets (JCDecaux),7142556760707795661,restroom,0,0,0,0,37.7682426,-122.4534175,Stanyan and Waller streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4534175 37.7682426),5,Golden Gate Park,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Drinking Fountain,8922378020857135669,drinking_water,1,0,0,0,37.77239053,-122.46012938,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.46012939 37.772390478),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
West Portal Branch Library,6503267742886675671,drinking_water,1,0,0,0,37.74137018500005,-122.46614395199998,190 Lenox Way,San Francisco,CA,94127,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:52""]",library,POINT (-122.466143952 37.741370185),7,West of Twin Peaks,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
West Restroom,8593550973827787120,restroom,0,0,0,0,37.72515055880462,-122.44552972539844,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.445529725 37.725150559),11,Outer Mission,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Tenderloin Recreation Center - Drinking Fountain/Cooler,7703224656766165468,drinking_water,1,0,0,0,37.784799650000004,-122.41547704,570 Ellis St,San Francisco,CA,94109,Tenderloin Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415477044 37.784799593),5,Tenderloin,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Civic Center Pit Stop - Grove and Larkin streets (JCDecaux),400838196920771509,restroom,0,0,0,0,37.7787317,-122.4169278,Grove and Larkin streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4169278 37.7787317),5,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
China Basin Park Water Fountain #1,676616995420367919,drinking_water,1,1,0,0,37.776548,-122.389769,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,By the bridge,port,POINT (-122.389769 37.776548),6,Mission Bay,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Ocean Beach Pit Stop - Great Highway near Beach Chalet,8978516872808671611,restroom,0,0,0,0,37.7675953,-122.5107794,Great Highway near Beach Chalet,San Francisco,CA,,Lower Great Highway,publicly_accessible,,,,,pit_stop,POINT (-122.5107794 37.7675953),4,Golden Gate Park,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Helen Wills Playground - Drinking Fountain/Cooler,6597428905192677987,drinking_water,1,0,0,0,37.7957183,-122.42048043,1401 Broadway,San Francisco,CA,94109,Helen Wills PG,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420480438 37.795718247),3,Russian Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
China Basin Park Water Fountain #3,5722591289261935719,drinking_water,1,1,0,1,37.776004,-122.388026,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,By dog park,port,POINT (-122.388026 37.776004),6,Mission Bay,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Parkside Square - Drinking Fountain/Cooler,1985980605508514993,drinking_water,1,0,0,0,37.73787943,-122.48463806,2680 28th Ave,San Francisco,CA,94132,Parkside Square,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.484638069 37.737879379),4,Sunset/Parkside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Dog Bowl,5519579475023676434,drinking_water,1,0,0,0,37.772400649999994,-122.44772931,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447729315 37.772400595),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Tenderloin Pit Stop - Eddy St. and Jones St.,1822039486289552148,restroom,0,0,0,0,37.7841238,-122.4122697,Eddy St. and Jones St.,San Francisco,CA,,Father Alfred Boeddeker Park,publicly_accessible,,,,,pit_stop,POINT (-122.4122697 37.7841238),5,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Gilman Playground - Drinking Fountain/Cooler,4640748991048917971,drinking_water,1,0,0,0,37.717325280000004,-122.38717889,993 Gilman Ave,San Francisco,CA,94124,Gilman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.387178896 37.717325224),10,Bayview Hunters Point,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Gene Friend Rec Center,3955966375932038830,restroom,0,0,0,0,37.77878684551738,-122.40633918397188,270 6th St,San Francisco,CA,94103,Eugene Friend Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406339184 37.778786846),6,South of Market,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Mother's Meadow Restroom - Male Restroom,6180309375448842345,restroom,0,0,0,0,37.76638470261748,-122.476697089109,,San Francisco,CA,94122,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476697089 37.766384703),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
